nama_kabupaten_kota,jenis_kelamin,kategori_pendidikan,jumlah,tahun,umur,location
KOTA BANDUNG,PEREMPUAN,TK/PAUD,0,2018,<5,"-6.9215529,107.6110212"
KOTA CIREBON,LAKI-LAKI,SD,7,2018,6-11,"3.5859935,98.6830717"
KOTA CIREBON,LAKI-LAKI,SMP,1,2018,12-14,"3.5859935,98.6830717"
KOTA CIREBON,LAKI-LAKI,SMA,0,2018,15-17,"3.5859935,98.6830717"
KOTA CIREBON,LAKI-LAKI,PERGURUAN TINGGI,0,2018,>18,"3.5859935,98.6830717"
KOTA CIREBON,LAKI-LAKI,TK/PAUD,0,2018,<5,"3.5859935,98.6830717"
KOTA CIREBON,LAKI-LAKI,TK/PAUD,0,2018,<5,"3.5859935,98.6830717"
KOTA CIREBON,PEREMPUAN,SD,0,2018,6-11,"3.5859935,98.6830717"
KOTA CIREBON,PEREMPUAN,SMP,0,2018,12-14,"3.5859935,98.6830717"
KOTA CIREBON,PEREMPUAN,SMA,0,2018,15-17,"3.5859935,98.6830717"
KOTA CIREBON,PEREMPUAN,PERGURUAN TINGGI,0,2018,>18,"3.5859935,98.6830717"
KOTA CIREBON,PEREMPUAN,TK/PAUD,0,2018,<5,"3.5859935,98.6830717"
KOTA CIREBON,PEREMPUAN,TK/PAUD,0,2018,<5,"3.5859935,98.6830717"
KOTA BEKASI,LAKI-LAKI,SD,1,2018,6-11,"-6.2349858,106.9945444"
KOTA BEKASI,LAKI-LAKI,SMP,0,2018,12-14,"-6.2349858,106.9945444"
KOTA BEKASI,LAKI-LAKI,SMA,0,2018,15-17,"-6.2349858,106.9945444"
KOTA BEKASI,LAKI-LAKI,PERGURUAN TINGGI,0,2018,>18,"-6.2349858,106.9945444"
KOTA BEKASI,LAKI-LAKI,TK/PAUD,0,2018,<5,"-6.2349858,106.9945444"
KOTA BEKASI,LAKI-LAKI,TK/PAUD,0,2018,<5,"-6.2349858,106.9945444"
KOTA BEKASI,PEREMPUAN,SD,0,2018,6-11,"-6.2349858,106.9945444"
KOTA BEKASI,PEREMPUAN,SMP,0,2018,12-14,"-6.2349858,106.9945444"
KOTA BEKASI,PEREMPUAN,SMA,2,2018,15-17,"-6.2349858,106.9945444"
KOTA BEKASI,PEREMPUAN,PERGURUAN TINGGI,0,2018,>18,"-6.2349858,106.9945444"
KOTA BEKASI,PEREMPUAN,TK/PAUD,0,2018,<5,"-6.2349858,106.9945444"
KOTA BEKASI,PEREMPUAN,TK/PAUD,0,2018,<5,"-6.2349858,106.9945444"
KOTA DEPOK,LAKI-LAKI,SD,1,2018,6-11,"-6.40719,106.8158371"
KOTA DEPOK,LAKI-LAKI,SMP,0,2018,12-14,"-6.40719,106.8158371"
KOTA DEPOK,LAKI-LAKI,SMA,1,2018,15-17,"-6.40719,106.8158371"
KOTA DEPOK,LAKI-LAKI,PERGURUAN TINGGI,0,2018,>18,"-6.40719,106.8158371"
KOTA DEPOK,LAKI-LAKI,TK/PAUD,0,2018,<5,"-6.40719,106.8158371"
KOTA DEPOK,LAKI-LAKI,TK/PAUD,0,2018,<5,"-6.40719,106.8158371"
KOTA DEPOK,PEREMPUAN,SD,0,2018,6-11,"-6.40719,106.8158371"
KOTA DEPOK,PEREMPUAN,SMP,2,2018,12-14,"-6.40719,106.8158371"
KOTA DEPOK,PEREMPUAN,SMA,3,2018,15-17,"-6.40719,106.8158371"
KOTA DEPOK,PEREMPUAN,PERGURUAN TINGGI,1,2018,>18,"-6.40719,106.8158371"
KOTA DEPOK,PEREMPUAN,TK/PAUD,0,2018,<5,"-6.40719,106.8158371"
KOTA DEPOK,PEREMPUAN,TK/PAUD,0,2018,<5,"-6.40719,106.8158371"
KOTA CIMAHI,LAKI-LAKI,SD,1,2018,6-11,"-6.8731527,107.5423099"
KOTA CIMAHI,LAKI-LAKI,SMP,3,2018,12-14,"-6.8731527,107.5423099"
KOTA CIMAHI,LAKI-LAKI,SMA,0,2018,15-17,"-6.8731527,107.5423099"
KOTA CIMAHI,LAKI-LAKI,PERGURUAN TINGGI,0,2018,>18,"-6.8731527,107.5423099"
KOTA CIMAHI,LAKI-LAKI,TK/PAUD,0,2018,<5,"-6.8731527,107.5423099"
KOTA CIMAHI,LAKI-LAKI,TK/PAUD,0,2018,<5,"-6.8731527,107.5423099"
KOTA CIMAHI,PEREMPUAN,SD,4,2018,6-11,"-6.8731527,107.5423099"
KOTA CIMAHI,PEREMPUAN,SMP,3,2018,12-14,"-6.8731527,107.5423099"
KOTA CIMAHI,PEREMPUAN,SMA,5,2018,15-17,"-6.8731527,107.5423099"
KOTA CIMAHI,PEREMPUAN,PERGURUAN TINGGI,0,2018,>18,"-6.8731527,107.5423099"
KOTA CIMAHI,PEREMPUAN,TK/PAUD,0,2018,<5,"-6.8731527,107.5423099"
KOTA CIMAHI,PEREMPUAN,TK/PAUD,0,2018,<5,"-6.8731527,107.5423099"
KOTA TASIKMALAYA,LAKI-LAKI,SD,0,2018,6-11,"-7.3262484,108.2201154"
KOTA TASIKMALAYA,LAKI-LAKI,SMP,1,2018,12-14,"-7.3262484,108.2201154"
KOTA TASIKMALAYA,LAKI-LAKI,SMA,0,2018,15-17,"-7.3262484,108.2201154"
KOTA TASIKMALAYA,LAKI-LAKI,PERGURUAN TINGGI,0,2018,>18,"-7.3262484,108.2201154"
KOTA TASIKMALAYA,LAKI-LAKI,TK/PAUD,0,2018,<5,"-7.3262484,108.2201154"
KOTA TASIKMALAYA,LAKI-LAKI,TK/PAUD,0,2018,<5,"-7.3262484,108.2201154"
KOTA TASIKMALAYA,PEREMPUAN,SD,3,2018,6-11,"-7.3262484,108.2201154"
KOTA TASIKMALAYA,PEREMPUAN,SMP,1,2018,12-14,"-7.3262484,108.2201154"
KOTA TASIKMALAYA,PEREMPUAN,SMA,2,2018,15-17,"-7.3262484,108.2201154"
KOTA TASIKMALAYA,PEREMPUAN,PERGURUAN TINGGI,2,2018,>18,"-7.3262484,108.2201154"
KOTA TASIKMALAYA,PEREMPUAN,TK/PAUD,0,2018,<5,"-7.3262484,108.2201154"
KOTA TASIKMALAYA,PEREMPUAN,TK/PAUD,0,2018,<5,"-7.3262484,108.2201154"
KOTA BANJAR,LAKI-LAKI,SD,1,2018,6-11,"-7.3695648,108.5415225"
KOTA BANJAR,LAKI-LAKI,SMP,4,2018,12-14,"-7.3695648,108.5415225"
KOTA BANJAR,LAKI-LAKI,SMA,0,2018,15-17,"-7.3695648,108.5415225"
KOTA BANJAR,LAKI-LAKI,PERGURUAN TINGGI,0,2018,>18,"-7.3695648,108.5415225"
KOTA BANJAR,LAKI-LAKI,TK/PAUD,0,2018,<5,"-7.3695648,108.5415225"
KOTA BANJAR,LAKI-LAKI,TK/PAUD,0,2018,<5,"-7.3695648,108.5415225"
KOTA BANJAR,PEREMPUAN,SD,0,2018,6-11,"-7.3695648,108.5415225"
KOTA BANJAR,PEREMPUAN,SMP,5,2018,12-14,"-7.3695648,108.5415225"
KOTA BANJAR,PEREMPUAN,SMA,2,2018,15-17,"-7.3695648,108.5415225"
KOTA BANJAR,PEREMPUAN,PERGURUAN TINGGI,0,2018,>18,"-7.3695648,108.5415225"
KOTA BANJAR,PEREMPUAN,TK/PAUD,0,2018,<5,"-7.3695648,108.5415225"
KOTA BANJAR,PEREMPUAN,TK/PAUD,0,2018,<5,"-7.3695648,108.5415225"
KABUPATEN BOGOR,LAKI-LAKI,SD,0,2019,6-11,"-6.5453255,107.00174246832204"
KABUPATEN BOGOR,LAKI-LAKI,SMP,0,2019,12-14,"-6.5453255,107.00174246832204"
KABUPATEN BOGOR,LAKI-LAKI,SMA,0,2019,15-17,"-6.5453255,107.00174246832204"
KABUPATEN BOGOR,LAKI-LAKI,PERGURUAN TINGGI,0,2019,>18,"-6.5453255,107.00174246832204"
KABUPATEN BOGOR,LAKI-LAKI,TK/PAUD,0,2019,<5,"-6.5453255,107.00174246832204"
KABUPATEN BOGOR,LAKI-LAKI,TK/PAUD,0,2019,<5,"-6.5453255,107.00174246832204"
KABUPATEN BOGOR,PEREMPUAN,SD,3,2019,6-11,"-6.5453255,107.00174246832204"
KABUPATEN BOGOR,PEREMPUAN,SMP,0,2019,12-14,"-6.5453255,107.00174246832204"
KABUPATEN BOGOR,PEREMPUAN,SMA,2,2019,15-17,"-6.5453255,107.00174246832204"
KABUPATEN BOGOR,PEREMPUAN,PERGURUAN TINGGI,0,2019,>18,"-6.5453255,107.00174246832204"
KABUPATEN BOGOR,PEREMPUAN,TK/PAUD,0,2019,<5,"-6.5453255,107.00174246832204"
KABUPATEN BOGOR,PEREMPUAN,TK/PAUD,0,2019,<5,"-6.5453255,107.00174246832204"
KABUPATEN SUKABUMI,LAKI-LAKI,SD,6,2019,6-11,"-7.0764508500000005,106.73466083246038"
KABUPATEN SUKABUMI,LAKI-LAKI,SMP,6,2019,12-14,"-7.0764508500000005,106.73466083246038"
KABUPATEN SUKABUMI,LAKI-LAKI,SMA,7,2019,15-17,"-7.0764508500000005,106.73466083246038"
KABUPATEN SUKABUMI,LAKI-LAKI,PERGURUAN TINGGI,0,2019,>18,"-7.0764508500000005,106.73466083246038"
KABUPATEN SUKABUMI,LAKI-LAKI,TK/PAUD,0,2019,<5,"-7.0764508500000005,106.73466083246038"
KABUPATEN SUKABUMI,LAKI-LAKI,TK/PAUD,0,2019,<5,"-7.0764508500000005,106.73466083246038"
KABUPATEN SUKABUMI,PEREMPUAN,SD,19,2019,6-11,"-7.0764508500000005,106.73466083246038"
KABUPATEN SUKABUMI,PEREMPUAN,SMP,25,2019,12-14,"-7.0764508500000005,106.73466083246038"
KABUPATEN SUKABUMI,PEREMPUAN,SMA,20,2019,15-17,"-7.0764508500000005,106.73466083246038"
KABUPATEN SUKABUMI,PEREMPUAN,PERGURUAN TINGGI,2,2019,>18,"-7.0764508500000005,106.73466083246038"
KABUPATEN SUKABUMI,PEREMPUAN,TK/PAUD,0,2019,<5,"-7.0764508500000005,106.73466083246038"
KABUPATEN SUKABUMI,PEREMPUAN,TK/PAUD,0,2019,<5,"-7.0764508500000005,106.73466083246038"
KABUPATEN CIANJUR,LAKI-LAKI,SD,0,2019,6-11,"-7.3699365,107.29652593657175"
KABUPATEN CIANJUR,LAKI-LAKI,SMP,0,2019,12-14,"-7.3699365,107.29652593657175"
KABUPATEN CIANJUR,LAKI-LAKI,SMA,0,2019,15-17,"-7.3699365,107.29652593657175"
KABUPATEN CIANJUR,LAKI-LAKI,PERGURUAN TINGGI,0,2019,>18,"-7.3699365,107.29652593657175"
KABUPATEN CIANJUR,LAKI-LAKI,TK/PAUD,0,2019,<5,"-7.3699365,107.29652593657175"
KABUPATEN CIANJUR,LAKI-LAKI,TK/PAUD,0,2019,<5,"-7.3699365,107.29652593657175"
KABUPATEN CIANJUR,PEREMPUAN,SD,0,2019,6-11,"-7.3699365,107.29652593657175"
KABUPATEN CIANJUR,PEREMPUAN,SMP,2,2019,12-14,"-7.3699365,107.29652593657175"
KABUPATEN CIANJUR,PEREMPUAN,SMA,1,2019,15-17,"-7.3699365,107.29652593657175"
KABUPATEN CIANJUR,PEREMPUAN,PERGURUAN TINGGI,0,2019,>18,"-7.3699365,107.29652593657175"
KABUPATEN CIANJUR,PEREMPUAN,TK/PAUD,0,2019,<5,"-7.3699365,107.29652593657175"
KABUPATEN CIANJUR,PEREMPUAN,TK/PAUD,0,2019,<5,"-7.3699365,107.29652593657175"
KABUPATEN BANDUNG,LAKI-LAKI,SD,11,2019,6-11,"-7.9066879,110.56400786469558"
KABUPATEN BANDUNG,LAKI-LAKI,SMP,14,2019,12-14,"-7.9066879,110.56400786469558"
KABUPATEN BANDUNG,LAKI-LAKI,SMA,5,2019,15-17,"-7.9066879,110.56400786469558"
KABUPATEN BANDUNG,LAKI-LAKI,PERGURUAN TINGGI,0,2019,>18,"-7.9066879,110.56400786469558"
KABUPATEN BANDUNG,LAKI-LAKI,TK/PAUD,0,2019,<5,"-7.9066879,110.56400786469558"
KABUPATEN BANDUNG,LAKI-LAKI,TK/PAUD,0,2019,<5,"-7.9066879,110.56400786469558"
KABUPATEN BANDUNG,PEREMPUAN,SD,14,2019,6-11,"-7.9066879,110.56400786469558"
KABUPATEN BANDUNG,PEREMPUAN,SMP,26,2019,12-14,"-7.9066879,110.56400786469558"
KABUPATEN BANDUNG,PEREMPUAN,SMA,10,2019,15-17,"-7.9066879,110.56400786469558"
KABUPATEN BANDUNG,PEREMPUAN,PERGURUAN TINGGI,2,2019,>18,"-7.9066879,110.56400786469558"
KABUPATEN BANDUNG,PEREMPUAN,TK/PAUD,0,2019,<5,"-7.9066879,110.56400786469558"
KABUPATEN BANDUNG,PEREMPUAN,TK/PAUD,1,2019,<5,"-7.9066879,110.56400786469558"
KABUPATEN GARUT,LAKI-LAKI,SD,0,2019,6-11,"-7.2167526,107.9003089"
KABUPATEN GARUT,LAKI-LAKI,SMP,0,2019,12-14,"-7.2167526,107.9003089"
KABUPATEN GARUT,LAKI-LAKI,SMA,1,2019,15-17,"-7.2167526,107.9003089"
KABUPATEN GARUT,LAKI-LAKI,PERGURUAN TINGGI,0,2019,>18,"-7.2167526,107.9003089"
KABUPATEN GARUT,LAKI-LAKI,TK/PAUD,0,2019,<5,"-7.2167526,107.9003089"
KABUPATEN GARUT,LAKI-LAKI,TK/PAUD,0,2019,<5,"-7.2167526,107.9003089"
KABUPATEN GARUT,PEREMPUAN,SD,3,2019,6-11,"-7.2167526,107.9003089"
KABUPATEN GARUT,PEREMPUAN,SMP,3,2019,12-14,"-7.2167526,107.9003089"
KABUPATEN GARUT,PEREMPUAN,SMA,2,2019,15-17,"-7.2167526,107.9003089"
KABUPATEN GARUT,PEREMPUAN,PERGURUAN TINGGI,0,2019,>18,"-7.2167526,107.9003089"
KABUPATEN GARUT,PEREMPUAN,TK/PAUD,0,2019,<5,"-7.2167526,107.9003089"
KABUPATEN GARUT,PEREMPUAN,TK/PAUD,0,2019,<5,"-7.2167526,107.9003089"
KABUPATEN TASIKMALAYA,LAKI-LAKI,SD,2,2019,6-11,"-7.3258225,108.2246372"
KABUPATEN TASIKMALAYA,LAKI-LAKI,SMP,0,2019,12-14,"-7.3258225,108.2246372"
KABUPATEN TASIKMALAYA,LAKI-LAKI,SMA,0,2019,15-17,"-7.3258225,108.2246372"
KABUPATEN TASIKMALAYA,LAKI-LAKI,PERGURUAN TINGGI,0,2019,>18,"-7.3258225,108.2246372"
KABUPATEN TASIKMALAYA,LAKI-LAKI,TK/PAUD,0,2019,<5,"-7.3258225,108.2246372"
KABUPATEN TASIKMALAYA,LAKI-LAKI,TK/PAUD,0,2019,<5,"-7.3258225,108.2246372"
KABUPATEN TASIKMALAYA,PEREMPUAN,SD,0,2019,6-11,"-7.3258225,108.2246372"
KABUPATEN TASIKMALAYA,PEREMPUAN,SMP,1,2019,12-14,"-7.3258225,108.2246372"
KABUPATEN TASIKMALAYA,PEREMPUAN,SMA,1,2019,15-17,"-7.3258225,108.2246372"
KABUPATEN TASIKMALAYA,PEREMPUAN,PERGURUAN TINGGI,0,2019,>18,"-7.3258225,108.2246372"
KABUPATEN TASIKMALAYA,PEREMPUAN,TK/PAUD,0,2019,<5,"-7.3258225,108.2246372"
KABUPATEN TASIKMALAYA,PEREMPUAN,TK/PAUD,0,2019,<5,"-7.3258225,108.2246372"
KABUPATEN CIAMIS,LAKI-LAKI,SD,1,2019,6-11,"-7.326995849999999,108.34065164716915"
KABUPATEN CIAMIS,LAKI-LAKI,SMP,1,2019,12-14,"-7.326995849999999,108.34065164716915"
KABUPATEN CIAMIS,LAKI-LAKI,SMA,0,2019,15-17,"-7.326995849999999,108.34065164716915"
KABUPATEN CIAMIS,LAKI-LAKI,PERGURUAN TINGGI,0,2019,>18,"-7.326995849999999,108.34065164716915"
KABUPATEN CIAMIS,LAKI-LAKI,TK/PAUD,0,2019,<5,"-7.326995849999999,108.34065164716915"
KABUPATEN CIAMIS,LAKI-LAKI,TK/PAUD,0,2019,<5,"-7.326995849999999,108.34065164716915"
KABUPATEN CIAMIS,PEREMPUAN,SD,0,2019,6-11,"-7.326995849999999,108.34065164716915"
KABUPATEN CIAMIS,PEREMPUAN,SMP,1,2019,12-14,"-7.326995849999999,108.34065164716915"
KABUPATEN CIAMIS,PEREMPUAN,SMA,0,2019,15-17,"-7.326995849999999,108.34065164716915"
KABUPATEN CIAMIS,PEREMPUAN,PERGURUAN TINGGI,1,2019,>18,"-7.326995849999999,108.34065164716915"
KABUPATEN CIAMIS,PEREMPUAN,TK/PAUD,0,2019,<5,"-7.326995849999999,108.34065164716915"
KABUPATEN CIAMIS,PEREMPUAN,TK/PAUD,0,2019,<5,"-7.326995849999999,108.34065164716915"
KABUPATEN KUNINGAN,LAKI-LAKI,SD,0,2019,6-11,"-6.9820247,108.4757184"
KABUPATEN KUNINGAN,LAKI-LAKI,SMP,1,2019,12-14,"-6.9820247,108.4757184"
KABUPATEN KUNINGAN,LAKI-LAKI,SMA,0,2019,15-17,"-6.9820247,108.4757184"
KABUPATEN KUNINGAN,LAKI-LAKI,PERGURUAN TINGGI,0,2019,>18,"-6.9820247,108.4757184"
KABUPATEN KUNINGAN,LAKI-LAKI,TK/PAUD,0,2019,<5,"-6.9820247,108.4757184"
KABUPATEN KUNINGAN,LAKI-LAKI,TK/PAUD,1,2019,<5,"-6.9820247,108.4757184"
KABUPATEN KUNINGAN,PEREMPUAN,SD,0,2019,6-11,"-6.9820247,108.4757184"
KABUPATEN KUNINGAN,PEREMPUAN,SMP,0,2019,12-14,"-6.9820247,108.4757184"
KABUPATEN KUNINGAN,PEREMPUAN,SMA,0,2019,15-17,"-6.9820247,108.4757184"
KABUPATEN KUNINGAN,PEREMPUAN,PERGURUAN TINGGI,0,2019,>18,"-6.9820247,108.4757184"
KABUPATEN KUNINGAN,PEREMPUAN,TK/PAUD,0,2019,<5,"-6.9820247,108.4757184"
KABUPATEN KUNINGAN,PEREMPUAN,TK/PAUD,0,2019,<5,"-6.9820247,108.4757184"
KABUPATEN CIREBON,LAKI-LAKI,SD,20,2019,6-11,"-6.7119351,108.559782"
KABUPATEN CIREBON,LAKI-LAKI,SMP,3,2019,12-14,"-6.7119351,108.559782"
KABUPATEN CIREBON,LAKI-LAKI,SMA,7,2019,15-17,"-6.7119351,108.559782"
KABUPATEN CIREBON,LAKI-LAKI,PERGURUAN TINGGI,0,2019,>18,"-6.7119351,108.559782"
KABUPATEN CIREBON,LAKI-LAKI,TK/PAUD,1,2019,<5,"-6.7119351,108.559782"
KABUPATEN CIREBON,LAKI-LAKI,TK/PAUD,1,2019,<5,"-6.7119351,108.559782"
KABUPATEN CIREBON,PEREMPUAN,SD,13,2019,6-11,"-6.7119351,108.559782"
KABUPATEN CIREBON,PEREMPUAN,SMP,15,2019,12-14,"-6.7119351,108.559782"
KABUPATEN CIREBON,PEREMPUAN,SMA,11,2019,15-17,"-6.7119351,108.559782"
KABUPATEN CIREBON,PEREMPUAN,PERGURUAN TINGGI,2,2019,>18,"-6.7119351,108.559782"
KABUPATEN CIREBON,PEREMPUAN,TK/PAUD,0,2019,<5,"-6.7119351,108.559782"
KABUPATEN CIREBON,PEREMPUAN,TK/PAUD,0,2019,<5,"-6.7119351,108.559782"
KABUPATEN MAJALENGKA,LAKI-LAKI,SD,1,2019,6-11,"-6.8073627,108.27878604491181"
KABUPATEN MAJALENGKA,LAKI-LAKI,SMP,3,2019,12-14,"-6.8073627,108.27878604491181"
KABUPATEN MAJALENGKA,LAKI-LAKI,SMA,1,2019,15-17,"-6.8073627,108.27878604491181"
KABUPATEN MAJALENGKA,LAKI-LAKI,PERGURUAN TINGGI,0,2019,>18,"-6.8073627,108.27878604491181"
KABUPATEN MAJALENGKA,LAKI-LAKI,TK/PAUD,0,2019,<5,"-6.8073627,108.27878604491181"
KABUPATEN MAJALENGKA,LAKI-LAKI,TK/PAUD,0,2019,<5,"-6.8073627,108.27878604491181"
KABUPATEN MAJALENGKA,PEREMPUAN,SD,2,2019,6-11,"-6.8073627,108.27878604491181"
KABUPATEN MAJALENGKA,PEREMPUAN,SMP,4,2019,12-14,"-6.8073627,108.27878604491181"
KABUPATEN MAJALENGKA,PEREMPUAN,SMA,2,2019,15-17,"-6.8073627,108.27878604491181"
KABUPATEN MAJALENGKA,PEREMPUAN,PERGURUAN TINGGI,0,2019,>18,"-6.8073627,108.27878604491181"
KABUPATEN MAJALENGKA,PEREMPUAN,TK/PAUD,2,2019,<5,"-6.8073627,108.27878604491181"
KABUPATEN MAJALENGKA,PEREMPUAN,TK/PAUD,0,2019,<5,"-6.8073627,108.27878604491181"
KABUPATEN SUMEDANG,LAKI-LAKI,SD,0,2019,6-11,"-6.8390984,107.926553"
KABUPATEN SUMEDANG,LAKI-LAKI,SMP,0,2019,12-14,"-6.8390984,107.926553"
KABUPATEN SUMEDANG,LAKI-LAKI,SMA,0,2019,15-17,"-6.8390984,107.926553"
KABUPATEN SUMEDANG,LAKI-LAKI,PERGURUAN TINGGI,0,2019,>18,"-6.8390984,107.926553"
KABUPATEN SUMEDANG,LAKI-LAKI,TK/PAUD,0,2019,<5,"-6.8390984,107.926553"
KABUPATEN SUMEDANG,LAKI-LAKI,TK/PAUD,0,2019,<5,"-6.8390984,107.926553"
KABUPATEN SUMEDANG,PEREMPUAN,SD,1,2019,6-11,"-6.8390984,107.926553"
KABUPATEN SUMEDANG,PEREMPUAN,SMP,0,2019,12-14,"-6.8390984,107.926553"
KABUPATEN SUMEDANG,PEREMPUAN,SMA,0,2019,15-17,"-6.8390984,107.926553"
KABUPATEN SUMEDANG,PEREMPUAN,PERGURUAN TINGGI,0,2019,>18,"-6.8390984,107.926553"
KABUPATEN SUMEDANG,PEREMPUAN,TK/PAUD,0,2019,<5,"-6.8390984,107.926553"
KABUPATEN SUMEDANG,PEREMPUAN,TK/PAUD,0,2019,<5,"-6.8390984,107.926553"
KABUPATEN INDRAMAYU,LAKI-LAKI,SD,2,2019,6-11,"-6.4418536500000005,108.17654724128828"
KABUPATEN INDRAMAYU,LAKI-LAKI,SMP,1,2019,12-14,"-6.4418536500000005,108.17654724128828"
KABUPATEN INDRAMAYU,LAKI-LAKI,SMA,1,2019,15-17,"-6.4418536500000005,108.17654724128828"
KABUPATEN INDRAMAYU,LAKI-LAKI,PERGURUAN TINGGI,0,2019,>18,"-6.4418536500000005,108.17654724128828"
KABUPATEN INDRAMAYU,LAKI-LAKI,TK/PAUD,0,2019,<5,"-6.4418536500000005,108.17654724128828"
KABUPATEN INDRAMAYU,LAKI-LAKI,TK/PAUD,0,2019,<5,"-6.4418536500000005,108.17654724128828"
KABUPATEN INDRAMAYU,PEREMPUAN,SD,8,2019,6-11,"-6.4418536500000005,108.17654724128828"
KABUPATEN INDRAMAYU,PEREMPUAN,SMP,6,2019,12-14,"-6.4418536500000005,108.17654724128828"
KABUPATEN INDRAMAYU,PEREMPUAN,SMA,5,2019,15-17,"-6.4418536500000005,108.17654724128828"
KABUPATEN INDRAMAYU,PEREMPUAN,PERGURUAN TINGGI,0,2019,>18,"-6.4418536500000005,108.17654724128828"
KABUPATEN INDRAMAYU,PEREMPUAN,TK/PAUD,0,2019,<5,"-6.4418536500000005,108.17654724128828"
KABUPATEN INDRAMAYU,PEREMPUAN,TK/PAUD,0,2019,<5,"-6.4418536500000005,108.17654724128828"
KABUPATEN SUBANG,LAKI-LAKI,SD,1,2019,6-11,"-6.57158035,107.75830063055"
KABUPATEN SUBANG,LAKI-LAKI,SMP,0,2019,12-14,"-6.57158035,107.75830063055"
KABUPATEN SUBANG,LAKI-LAKI,SMA,0,2019,15-17,"-6.57158035,107.75830063055"
KABUPATEN SUBANG,LAKI-LAKI,PERGURUAN TINGGI,0,2019,>18,"-6.57158035,107.75830063055"
KABUPATEN SUBANG,LAKI-LAKI,TK/PAUD,0,2019,<5,"-6.57158035,107.75830063055"
KABUPATEN SUBANG,LAKI-LAKI,TK/PAUD,0,2019,<5,"-6.57158035,107.75830063055"
KABUPATEN SUBANG,PEREMPUAN,SD,0,2019,6-11,"-6.57158035,107.75830063055"
KABUPATEN SUBANG,PEREMPUAN,SMP,4,2019,12-14,"-6.57158035,107.75830063055"
KABUPATEN SUBANG,PEREMPUAN,SMA,12,2019,15-17,"-6.57158035,107.75830063055"
KABUPATEN SUBANG,PEREMPUAN,PERGURUAN TINGGI,0,2019,>18,"-6.57158035,107.75830063055"
KABUPATEN SUBANG,PEREMPUAN,TK/PAUD,0,2019,<5,"-6.57158035,107.75830063055"
KABUPATEN SUBANG,PEREMPUAN,TK/PAUD,0,2019,<5,"-6.57158035,107.75830063055"
KABUPATEN PURWAKARTA,LAKI-LAKI,SD,1,2019,6-11,"-6.5388774000000005,107.44605135"
KABUPATEN PURWAKARTA,LAKI-LAKI,SMP,0,2019,12-14,"-6.5388774000000005,107.44605135"
KABUPATEN PURWAKARTA,LAKI-LAKI,SMA,3,2019,15-17,"-6.5388774000000005,107.44605135"
KABUPATEN PURWAKARTA,LAKI-LAKI,PERGURUAN TINGGI,2,2019,>18,"-6.5388774000000005,107.44605135"
KABUPATEN PURWAKARTA,LAKI-LAKI,TK/PAUD,0,2019,<5,"-6.5388774000000005,107.44605135"
KABUPATEN PURWAKARTA,LAKI-LAKI,TK/PAUD,0,2019,<5,"-6.5388774000000005,107.44605135"
KABUPATEN PURWAKARTA,PEREMPUAN,SD,1,2019,6-11,"-6.5388774000000005,107.44605135"
KABUPATEN PURWAKARTA,PEREMPUAN,SMP,6,2019,12-14,"-6.5388774000000005,107.44605135"
KABUPATEN PURWAKARTA,PEREMPUAN,SMA,2,2019,15-17,"-6.5388774000000005,107.44605135"
KABUPATEN PURWAKARTA,PEREMPUAN,PERGURUAN TINGGI,0,2019,>18,"-6.5388774000000005,107.44605135"
KABUPATEN PURWAKARTA,PEREMPUAN,TK/PAUD,0,2019,<5,"-6.5388774000000005,107.44605135"
KABUPATEN PURWAKARTA,PEREMPUAN,TK/PAUD,0,2019,<5,"-6.5388774000000005,107.44605135"
KABUPATEN KARAWANG,LAKI-LAKI,SD,0,2019,6-11,"-6.3021906,107.3046116"
KABUPATEN KARAWANG,LAKI-LAKI,SMP,0,2019,12-14,"-6.3021906,107.3046116"
KABUPATEN KARAWANG,LAKI-LAKI,SMA,0,2019,15-17,"-6.3021906,107.3046116"
KABUPATEN KARAWANG,LAKI-LAKI,PERGURUAN TINGGI,0,2019,>18,"-6.3021906,107.3046116"
KABUPATEN KARAWANG,LAKI-LAKI,TK/PAUD,0,2019,<5,"-6.3021906,107.3046116"
KABUPATEN KARAWANG,LAKI-LAKI,TK/PAUD,0,2019,<5,"-6.3021906,107.3046116"
KABUPATEN KARAWANG,PEREMPUAN,SD,0,2019,6-11,"-6.3021906,107.3046116"
KABUPATEN KARAWANG,PEREMPUAN,SMP,0,2019,12-14,"-6.3021906,107.3046116"
KABUPATEN KARAWANG,PEREMPUAN,SMA,0,2019,15-17,"-6.3021906,107.3046116"
KABUPATEN KARAWANG,PEREMPUAN,PERGURUAN TINGGI,2,2019,>18,"-6.3021906,107.3046116"
KABUPATEN KARAWANG,PEREMPUAN,TK/PAUD,0,2019,<5,"-6.3021906,107.3046116"
KABUPATEN KARAWANG,PEREMPUAN,TK/PAUD,0,2019,<5,"-6.3021906,107.3046116"
KABUPATEN BEKASI,LAKI-LAKI,SD,1,2019,6-11,"-6.2027280000000005,107.16493925281344"
KABUPATEN BEKASI,LAKI-LAKI,SMP,0,2019,12-14,"-6.2027280000000005,107.16493925281344"
KABUPATEN BEKASI,LAKI-LAKI,SMA,0,2019,15-17,"-6.2027280000000005,107.16493925281344"
KABUPATEN BEKASI,LAKI-LAKI,PERGURUAN TINGGI,0,2019,>18,"-6.2027280000000005,107.16493925281344"
